Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
18/05/2013,24,32,27,85,134,6,5,160,3,135
19/05/2013,24,33,28,79,1,7,5,360,2,45
20/05/2013,25,32,28,82,0,5,5,320,2,315
21/05/2013,,,,,1,5,4,130,4,135
22/05/2013,24,32,29,81,0,6,5,350,2,315
23/05/2013,26,,,,1,,5,120,2,0
24/05/2013,,,,,0,2,4,310,2,0
25/05/2013,26,32,28,83,,2,5,350,2,0
26/05/2013,25,32,28,84,,9,5,320,2,0
27/05/2013,25,30,26,92,7,5,4,260,2,0
28/05/2013,24,31,,,11,0,4,320,2,315
29/05/2013,26,32,28,82,3,6,5,100,2,0
30/05/2013,25,31,28,83,1,10,5,340,2,0
31/05/2013,26,31,28,86,,11,7,300,3,315
1/6/2013,26,,28,82,,5,8,330,3,315
2/6/2013,26,,,,5,4,0,0,0,0
3/6/2013,,29,,,25,0,4,270,1,0
4/6/2013,24,32,28,83,23,0,5,340,1,0
5/6/2013,26,31,28,85,,9,5,320,2,0
6/6/2013,25,31,28,87,17,4,4,350,1,0
7/6/2013,24,,,,24,4,4,90,2,0
8/6/2013,25,32,27,88,1,4,6,150,2,315
9/6/2013,,31,,,13,2,3,70,1,0
10/6/2013,25,31,27,85,3,4,3,330,0,0
11/6/2013,26,30,27,90,,3,4,310,1,0
12/6/2013,25,30,27,84,9,0,5,120,1,0
13/06/2013,26,,,,1,0,6,100,3,90
14/06/2013,25,,,,1,0,3,140,3,90
15/06/2013,,33,,,0,6,4,320,2,315
16/06/2013,25,32,,,12,6,5,50,2,0
17/06/2013,22,30,27,87,142,5,3,120,1,0
18/06/2013,25,31,28,84,,2,6,360,2,0
19/06/2013,25,,,,2,9,5,310,2,315
20/06/2013,25,32,29,79,23,8,5,350,3,315
21/06/2013,,29,,,29,7,6,330,3,315
22/06/2013,26,31,28,81,,7,4,300,2,0
23/06/2013,26,,,,,9,5,330,3,0
24/06/2013,25,31,28,76,0,8,5,330,3,315
25/06/2013,25,33,28,81,0,8,7,360,3,0
26/06/2013,25,32,28,81,2,8,4,140,3,315
27/06/2013,,,,,1,7,3,300,2,0
28/06/2013,24,32,28,80,6,7,5,45,2,0
29/06/2013,25,32,28,80,,8,5,20,2,0
30/06/2013,25,,,,5,4,6,100,3,90
1/7/2013,25,,,,,7,4,80,3,45
2/7/2013,26,,,,,3,2,100,1,90
3/7/2013,,31,,,0,1,5,130,2,135
4/7/2013,25,32,28,76,8,,13,130,5,135
5/7/2013,,32,,,0,7,6,130,4,135
6/7/2013,24,33,28,73,,9,6,310,2,0
7/7/2013,22,31,,,,10,3,350,2,0
8/7/2013,24,34,,,,5,3,120,1,0
9/7/2013,25,,,,6,10,4,290,2,0
10/7/2013,24,,,,26,7,7,360,3,0
11/7/2013,24,,,,10,2,4,90,2,90
12/7/2013,,,,,25,8,2,350,2,0
13/07/2013,24,32,28,78,1,3,4,110,3,135
14/07/2013,25,30,27,83,1,2,4,90,3,135
15/07/2013,,30,,,31,3,0,0,0,0
16/07/2013,24,32,,,,3,0,0,0,0
17/07/2013,24,33,,,,5,4,150,1,0
18/07/2013,24,33,,,,9,8,120,3,0
19/07/2013,24,,,,,8,2,330,1,0
20/07/2013,24,32,28,72,0,7,4,320,3,315
21/07/2013,24,33,28,61,0,7,5,120,3,135
22/07/2013,25,33,,,21,7,2,120,1,0
23/07/2013,26,,,,,7,4,140,4,135
24/07/2013,27,,,,,10,4,110,2,90
25/07/2013,25,,,,0,6,0,0,0,0
26/07/2013,25,33,29,70,4,4,8,80,3,135
27/07/2013,,,,,0,7,6,320,6,315
28/07/2013,26,31,28,77,0,7,5,300,3,315
29/07/2013,,,,,0,8,4,300,4,315
30/07/2013,23,32,,,,9,2,60,0,0
31/07/2013,21,,,,,10,4,70,1,0
1/8/2013,22,33,28,66,0,8,5,110,3,135
2/8/2013,22,32,27,74,0,8,5,360,3,315
3/8/2013,24,33,28,72,0,8,5,120,3,135
4/8/2013,25,33,29,62,0,7,5,100,4,135
5/8/2013,25,,,,,7,5,120,2,0
6/8/2013,25,,,,,3,3,120,1,0
7/8/2013,25,32,29,71,0,8,4,110,3,135
8/8/2013,23,32,28,68,0,8,6,310,3,315
9/8/2013,24,31,27,76,0,8,4,350,3,315
10/8/2013,,32,,,0,7,2,300,1,315
11/8/2013,23,32,,,52,9,4,310,1,0
12/8/2013,21,,,,,9,7,160,3,0
13/08/2013,20,32,26,62,0,8,6,90,4,135
14/08/2013,20,33,29,62,0,8,6,60,4,135
15/08/2013,25,33,28,70,,9,7,100,3,0
16/08/2013,26,,,,,8,5,350,2,0
17/08/2013,25,,,,4,10,0,0,0,0
18/08/2013,24,,,,,10,0,0,0,0
19/08/2013,,,,,0,8,7,90,4,135
20/08/2013,22,,,,,10,6,290,3,315
21/08/2013,24,,,,,11,3,100,1,0
22/08/2013,24,,,,,9,4,320,1,0
23/08/2013,24,33,,,,10,8,110,2,90
24/08/2013,23,,,,,11,0,0,0,0
25/08/2013,22,34,27,60,0,8,5,90,5,90
26/08/2013,23,34,28,64,0,8,5,90,3,90
27/08/2013,23,35,28,68,,11,4,90,2,0
28/08/2013,,,,,,10,4,360,3,135
29/08/2013,25,34,,,,10,3,100,1,0
30/08/2013,26,,,,,11,3,360,2,0
31/08/2013,24,34,29,78,22,8,5,360,3,45
1/9/2013,,35,,,0,8,3,120,0,0
2/9/2013,,35,28,74,,10,5,360,1,0
3/9/2013,25,,,,,9,3,360,1,0
4/9/2013,25,33,,,,9,4,330,1,0
5/9/2013,24,,,,3,10,0,0,0,0
6/9/2013,25,33,28,70,5,7,5,310,4,315
7/9/2013,24,34,28,67,0,7,4,110,3,135
8/9/2013,24,32,27,71,,8,4,360,1,0
9/9/2013,,33,,,,7,4,360,1,0
10/9/2013,23,,,,,10,0,0,0,0
11/9/2013,23,,,,,10,4,120,3,90
12/9/2013,25,35,29,64,0,8,4,360,3,0
13/09/2013,,,,,0,8,6,90,4,0
14/09/2013,25,33,,,,8,4,360,1,0
15/09/2013,,33,29,73,8,8,3,180,1,0
16/09/2013,24,,,,,8,2,360,1,0
17/09/2013,24,,,,,8,0,0,0,0
18/09/2013,24,32,28,68,0,8,3,350,3,315
19/09/2013,,34,,,0,8,5,360,1,0
20/09/2013,,34,,,,9,5,90,1,0
21/09/2013,24,33,,,,10,0,0,0,0
22/09/2013,23,35,,,,10,6,360,2,0
23/09/2013,24,,,,,8,0,0,0,0
24/09/2013,23,35,29,68,0,8,5,100,3,135
25/09/2013,,,,,0,8,0,0,0,0
26/09/2013,25,,,,,10,2,360,0,0
27/09/2013,,33,,,0,8,4,360,2,0
28/09/2013,24,32,,,,10,0,0,0,0
29/09/2013,25,,,,,10,3,350,2,0
30/09/2013,25,35,28,70,4,5,4,340,4,90
1/10/2013,,,,,,,,,,0
2/10/2013,25,36,29,68,,10,6,100,2,90
3/10/2013,25,,,,,10,4,360,2,0
4/10/2013,24,34,,,,11,0,0,0,0
5/10/2013,25,,,,,11,3,360,1,0
6/10/2013,,,,,,,,,,0
7/10/2013,,,,,,,,,,0
8/10/2013,25,34,29,75,7,8,4,360,2,0
9/10/2013,25,33,,,,9,4,360,2,0
10/10/2013,24,,,,,9,0,0,0,0
11/10/2013,25,33,,,,9,4,330,1,0
12/10/2013,25,33,,,,10,3,360,1,0
13/10/2013,26,34,29,70,,11,5,360,1,0
14/10/2013,24,,29,69,2,9,4,360,2,0
15/10/2013,25,,,,,11,3,90,1,0
16/10/2013,22,,,,,10,3,90,3,90
17/10/2013,25,,,,,9,4,100,3,90
18/10/2013,,,,,,,,,,0
19/10/2013,,,,,,,,,,0
20/10/2013,24,,,,58,8,3,360,2,0
21/10/2013,,,,,,,,,,0
22/10/2013,25,32,,,8,11,2,360,1,0
23/10/2013,26,,,,,7,4,360,1,0
24/10/2013,,,,,,,,,,0
25/10/2013,,,,,,,,,,0
26/10/2013,,,,,,,,,,0
27/10/2013,,,,,,,,,,0
28/10/2013,26,34,,,,8,4,90,1,0
29/10/2013,24,,,,,10,5,360,3,0
30/10/2013,25,,,,,9,3,360,3,0
31/10/2013,,,,,,,,,,0
1/11/2013,22,,,,17,9,2,120,0,0
2/11/2013,,,,,,,,,,0
3/11/2013,23,34,29,73,17,10,4,30,1,0
4/11/2013,25,,,,,9,4,90,1,0
5/11/2013,,,,,,,,,,0
6/11/2013,,,,,,,,,,0
7/11/2013,,,,,,,,,,0
8/11/2013,,,,,,,,,,0
9/11/2013,24,35,30,71,20,2,5,90,2,90
10/11/2013,26,,,,,11,4,360,1,0
11/11/2013,,,,,,,,,,0
12/11/2013,,,,,,,,,,0
13/11/2013,,,,,,,,,,0
14/11/2013,,,,,,,,,,0
15/11/2013,25,,,,0,2,3,360,1,0
16/11/2013,24,,,,9,1,0,0,0,0
17/11/2013,,,,,,,,,,0
18/11/2013,,,,,,,,,,0
19/11/2013,24,30,27,87,12,5,4,360,1,0
20/11/2013,25,,,,0,4,4,360,1,0
21/11/2013,24,31,,,3,3,0,0,0,0
22/11/2013,24,,,,,6,2,360,1,0
23/11/2013,,,,,,,,,,0
24/11/2013,,,,,,,,,,0
25/11/2013,25,31,28,81,,6,4,360,1,0
26/11/2013,25,30,,,3,3,4,350,1,0
27/11/2013,25,31,,,,1,0,0,0,0
28/11/2013,24,,,,,5,0,0,0,0
29/11/2013,,,,,,,,,,0
30/11/2013,,,,,,,,,,0
1/12/2013,25,32,,,,9,4,360,1,0
2/12/2013,27,32,29,80,1,8,4,340,1,0
3/12/2013,25,31,27,90,0,4,3,360,0,0
4/12/2013,25,31,,,29,5,2,360,0,0
5/12/2013,25,,,,7,,3,90,1,0
6/12/2013,24,32,29,82,23,5,4,360,1,0
7/12/2013,26,32,28,83,1,6,5,360,2,0
8/12/2013,24,31,28,80,1,8,5,340,2,0
9/12/2013,26,30,27,86,,4,4,360,0,0
10/12/2013,25,,,,6,0,3,360,1,0
11/12/2013,24,,28,87,11,5,4,300,2,0
12/12/2013,24,31,27,90,8,5,3,225,1,0
13/12/2013,23,31,27,84,42,2,4,330,1,0
14/12/2013,25,31,27,85,10,7,3,360,1,0
15/12/2013,25,30,28,84,2,4,3,350,1,0
16/12/2013,26,,28,83,,1,3,310,1,0
17/12/2013,,,27,88,5,3,4,360,3,315
18/12/2013,,,,,,,,,,0
19/12/2013,25,31,27,84,3,1,4,10,1,0
20/12/2013,25,29,27,84,16,1,3,360,0,0
21/12/2013,25,29,26,90,1,0,3,270,1,0
22/12/2013,25,27,26,93,7,0,2,340,0,0
23/12/2013,24,29,26,84,7,0,5,320,2,315
24/12/2013,25,32,27,85,1,0,5,320,1,0
25/12/2013,,30,27,85,1,6,3,360,1,0
26/12/2013,25,31,28,84,0,0,5,360,1,0
27/12/2013,,,,,,,,,,0
28/12/2013,23,31,28,81,,9,4,360,2,0
29/12/2013,24,31,28,80,,6,6,360,3,0
30/12/2013,26,29,27,87,0,8,5,320,3,315
31/12/2013,24,28,,,25,1,6,320,2,315
1/1/2014,25,28,26,94,3,0,4,330,1,315
2/1/2014,24,31,27,89,17,0,5,330,2,0
3/1/2014,23,,27,86,16,6,3,330,1,0
4/1/2014,,31,26,88,12,,3,360,1,0
5/1/2014,24,30,27,90,1,5,4,350,1,0
6/1/2014,25,30,26,91,1,2,4,360,2,0
7/1/2014,23,30,27,89,97,4,4,330,1,0
8/1/2014,24,30,27,87,8,0,4,330,2,315
9/1/2014,23,30,26,93,11,4,2,330,0,0
10/1/2014,25,30,27,88,,5,3,20,1,0
11/1/2014,25,31,27,86,,3,3,90,1,0
12/1/2014,24,29,26,91,25,6,3,330,0,0
13/01/2014,25,30,27,83,10,0,7,270,4,270
14/01/2014,25,30,26,87,1,1,6,330,3,315
15/01/2014,24,30,27,88,30,1,5,330,4,315
16/01/2014,25,29,27,86,2,0,5,330,3,315
17/01/2014,24,28,26,92,4,0,5,330,2,0
18/01/2014,23,25,24,97,36,0,4,270,1,270
19/01/2014,23,29,25,92,78,0,5,330,3,315
20/01/2014,24,27,26,93,13,3,5,330,5,315
21/01/2014,23,27,25,91,11,0,8,330,4,315
22/01/2014,23,30,27,77,36,0,10,330,5,315
23/01/2014,23,27,24,97,89,6,8,330,3,0
24/01/2014,23,27,25,89,44,0,6,270,3,270
25/01/2014,23,26,25,94,49,2,6,320,3,315
26/01/2014,24,30,26,90,1,0,8,350,4,0
27/01/2014,23,30,26,91,21,7,8,350,5,0
28/01/2014,23,,24,96,66,2,4,270,2,0
29/01/2014,24,28,26,89,14,0,15,270,4,0
30/01/2014,24,28,25,93,11,2,8,330,3,315
31/01/2014,24,29,26,90,29,2,6,330,3,315
1/2/2014,24,30,26,90,17,4,8,330,6,315
2/2/2014,,28,25,96,33,7,4,330,3,315
3/2/2014,24,27,25,95,46,0,6,360,3,0
4/2/2014,23,28,25,93,142,0,5,270,2,0
5/2/2014,25,30,27,91,7,1,5,350,3,0
6/2/2014,25,28,26,92,20,8,2,330,0,0
7/2/2014,26,29,27,89,10,0,8,330,4,315
8/2/2014,25,29,27,90,,2,5,330,4,315
9/2/2014,25,29,25,95,14,1,8,330,2,315
10/2/2014,25,30,27,85,21,2,8,330,3,0
11/2/2014,26,30,28,89,,4,6,350,3,0
12/2/2014,25,30,27,89,,2,5,330,2,315
13/02/2014,25,30,27,86,,5,5,330,3,0
14/02/2014,26,29,27,91,,7,3,360,2,315
15/02/2014,,31,26,88,1,0,6,360,2,0
16/02/2014,23,30,26,89,32,2,5,360,2,0
17/02/2014,24,30,27,86,1,4,6,350,2,0
18/02/2014,25,30,27,90,1,4,6,350,3,0
19/02/2014,24,30,27,90,12,4,5,360,3,0
20/02/2014,25,31,27,89,,4,5,360,3,0
21/02/2014,25,30,27,87,1,5,5,360,3,315
22/02/2014,25,30,26,93,0,7,6,360,2,0
23/02/2014,24,28,26,87,14,4,7,330,2,0
24/02/2014,24,30,27,78,7,1,6,330,3,315
25/02/2014,25,30,27,80,,5,8,330,4,315
26/02/2014,24,30,27,82,,,5,340,4,0
27/02/2014,24,30,27,86,,8,5,340,4,315
28/02/2014,26,30,28,88,,9,4,330,2,0
1/3/2014,24,31,27,85,1,6,4,360,2,0
2/3/2014,26,31,29,82,,7,5,330,2,0
3/3/2014,24,30,27,84,27,7,8,300,3,0
4/3/2014,24,31,27,86,13,,5,350,4,0
5/3/2014,21,31,26,90,39,,3,360,2,0
6/3/2014,,31,27,84,19,5,5,360,2,0
7/3/2014,24,31,28,85,14,9,3,330,1,0
8/3/2014,26,31,28,86,,8,4,350,2,0
9/3/2014,26,30,28,83,,4,4,300,2,0
10/3/2014,23,,27,82,16,,5,360,4,315
11/3/2014,,31,28,83,,,5,360,2,0
12/3/2014,,31,,,,,12,330,4,0
13/03/2014,25,31,26,89,,7,8,350,3,0
14/03/2014,23,30,27,87,22,,6,360,2,0
15/03/2014,24,31,27,87,,9,6,360,3,0
16/03/2014,23,31,28,85,,,5,350,3,0
17/03/2014,26,31,28,84,,9,4,350,2,0
18/03/2014,26,31,28,87,3,5,4,360,2,0
19/03/2014,,31,27,88,,9,6,360,1,0
20/03/2014,25,31,27,89,6,7,5,330,1,0
21/03/2014,26,,26,89,4,2,3,330,1,0
22/03/2014,25,28,27,89,9,0,3,360,2,0
23/03/2014,24,30,28,87,,1,5,360,2,0
24/03/2014,26,,28,84,,10,6,360,2,0
25/03/2014,25,30,27,88,,8,3,330,1,0
26/03/2014,23,31,27,78,,2,4,360,2,0
27/03/2014,25,32,28,79,,10,4,360,2,0
28/03/2014,26,32,29,81,,9,3,360,3,0
29/03/2014,23,32,27,84,27,5,4,330,2,0
30/03/2014,25,,28,82,11,8,4,260,1,0
31/03/2014,25,34,29,79,,7,4,130,2,0
1/4/2014,27,30,29,80,,10,6,350,2,0
2/4/2014,24,,29,80,14,,5,90,3,90
3/4/2014,27,34,30,80,,9,3,90,2,45
4/4/2014,,34,31,77,,,4,360,2,0
5/4/2014,26,33,28,86,2,8,6,360,2,0
6/4/2014,26,31,28,87,1,6,6,360,2,0
7/4/2014,26,31,29,83,,8,3,360,1,0
8/4/2014,26,,,,1,6,4,360,2,0
9/4/2014,,,,,,,,,,0
10/4/2014,,,,,,,,,,0
11/4/2014,26,31,28,83,,7,5,360,1,0
12/4/2014,25,32,28,87,,5,5,360,1,0
13/04/2014,25,31,28,83,1,5,3,360,1,0
14/04/2014,25,31,28,84,1,3,4,350,2,0
15/04/2014,25,32,28,82,1,,4,360,3,0
16/04/2014,26,32,28,86,,7,5,360,2,0
17/04/2014,23,31,27,87,15,6,6,360,2,0
18/04/2014,24,32,27,82,13,5,4,360,2,0
19/04/2014,25,32,28,81,,11,4,350,2,0
20/04/2014,26,,,,,8,3,360,2,0
21/04/2014,,,,,,,,,,0
22/04/2014,,,,,,,,,,0
23/04/2014,25,32,28,81,2,7,4,350,1,0
24/04/2014,26,32,28,81,2,10,4,360,1,0
25/04/2014,26,32,29,80,,7,5,360,2,0
26/04/2014,26,,,,,8,4,360,2,0
27/04/2014,,,,,,,,,,0
28/04/2014,,,,,,,,,,0
29/04/2014,26,33,29,77,2,9,4,360,1,0
30/04/2014,26,33,29,80,,8,4,360,1,0
1/5/2014,26,33,29,80,,8,4,360,3,0
2/5/2014,23,33,29,78,23,8,4,360,4,0
3/5/2014,26,33,30,78,,7,3,45,3,0
4/5/2014,25,34,30,76,21,8,4,90,3,90
5/5/2014,26,34,30,71,,6,5,90,4,90
6/5/2014,26,34,31,64,,8,6,90,4,90
7/5/2014,26,35,30,72,,8,5,90,5,90
8/5/2014,26,35,30,71,,6,5,90,4,90
9/5/2014,26,33,28,82,,7,4,360,3,0
10/5/2014,24,33,29,74,18,8,5,90,3,90
11/5/2014,26,34,30,74,2,7,3,360,3,90
12/5/2014,25,32,28,81,,0,3,60,2,0
13/05/2014,26,33,29,78,,4,5,360,3,0
14/05/2014,24,32,28,79,33,5,4,90,4,90
15/05/2014,24,30,29,79,,0,3,90,3,45
16/05/2014,26,34,30,75,,6,4,90,3,90
17/05/2014,26,33,29,77,,5,4,135,4,135
18/05/2014,25,34,29,75,1,7,4,360,3,0
19/05/2014,26,34,29,74,,8,3,90,3,90
20/05/2014,26,33,29,79,,6,4,360,3,0
21/05/2014,24,33,29,78,,5,3,90,3,90
22/05/2014,24,33,29,78,1,7,7,90,3,90
23/05/2014,26,33,30,74,0,8,5,360,4,0
24/05/2014,24,32,29,74,45,5,5,90,3,90
25/05/2014,26,33,30,72,,7,4,90,3,90
26/05/2014,26,33,29,78,,4,5,90,4,90
27/05/2014,26,33,30,76,4,7,5,90,3,90
28/05/2014,24,32,28,85,33,1,5,90,3,0
29/05/2014,26,33,30,74,,5,4,90,3,90
30/05/2014,26,33,29,76,,5,3,90,3,90
31/05/2014,24,33,28,76,,8,4,45,3,45
1/6/2014,23,33,28,69,,8,5,90,3,90
2/6/2014,24,33,28,74,,8,4,90,3,90
3/6/2014,24,34,29,74,,8,4,90,3,90
4/6/2014,26,34,30,72,12,6,5,360,3,90
5/6/2014,26,34,30,72,,5,5,90,4,90
6/6/2014,25,33,29,79,10,2,5,90,3,90
7/6/2014,25,34,29,74,,8,3,90,3,90
8/6/2014,26,34,29,74,,1,4,90,4,90
9/6/2014,25,33,29,76,,6,5,90,2,0
10/6/2014,26,34,30,74,,6,4,360,3,0
11/6/2014,26,32,29,81,,1,3,360,3,0
12/6/2014,26,32,28,80,,4,3,360,2,0
13/06/2014,25,33,28,79,,6,3,360,2,0
14/06/2014,25,32,29,78,1,6,4,90,4,90
15/06/2014,26,33,29,68,,5,4,90,4,0
16/06/2014,26,33,29,78,,5,6,90,4,180
17/06/2014,25,31,28,81,3,1,4,360,4,135
18/06/2014,26,32,29,77,,4,5,90,3,135
19/06/2014,26,32,28,79,5,0,4,90,4,90
20/06/2014,25,33,30,60,,8,4,90,4,90
21/06/2014,26,33,30,71,,6,4,90,4,90
22/06/2014,26,34,29,77,,5,4,90,3,0
23/06/2014,25,32,28,83,8,2,3,90,3,90
24/06/2014,26,33,29,76,5,5,4,135,3,135
25/06/2014,26,33,29,74,,7,4,135,4,135
26/06/2014,26,33,29,83,20,5,3,90,3,0
27/06/2014,24,32,28,78,36,2,5,90,4,90
28/06/2014,24,32,27,81,,0,4,270,2,270
29/06/2014,25,33,28,70,,7,6,90,3,90
30/06/2014,24,33,28,73,30,7,4,90,3,90
1/7/2014,23,32,28,71,,8,4,180,3,135
2/7/2014,25,33,28,73,,7,4,90,3,135
3/7/2014,26,33,28,78,,5,5,90,3,90
4/7/2014,25,33,28,80,4,4,5,90,4,180
5/7/2014,25,33,29,75,10,7,5,90,3,90
6/7/2014,26,32,29,72,,5,6,45,4,0
7/7/2014,24,32,27,84,74,4,4,90,3,90
8/7/2014,26,32,28,77,0,2,4,90,3,90
9/7/2014,24,33,28,73,,6,6,90,3,90
10/7/2014,24,33,28,75,,6,7,90,3,90
11/7/2014,26,33,29,68,,8,5,90,3,90
12/7/2014,26,34,29,73,,8,4,360,3,90
13/07/2014,25,30,27,87,7,1,5,360,3,0
14/07/2014,24,33,28,79,11,5,3,90,3,90
15/07/2014,24,32,27,75,,4,3,90,3,270
16/07/2014,24,32,27,72,,6,5,360,3,0
17/07/2014,23,33,27,69,,7,5,315,2,315
18/07/2014,23,32,27,72,,7,3,90,2,90
19/07/2014,23,33,27,74,,7,4,90,3,90
20/07/2014,23,32,27,79,51,3,4,90,4,90
21/07/2014,23,34,29,72,,8,3,115,3,90
22/07/2014,25,33,28,81,6,8,5,90,3,90
23/07/2014,24,31,26,82,8,3,3,315,2,315
24/07/2014,24,32,27,81,11,7,4,360,2,0
25/07/2014,26,32,28,77,,5,3,90,3,135
26/07/2014,25,32,28,74,1,6,6,90,3,90
27/07/2014,24,32,28,70,,5,4,90,3,135
28/07/2014,24,32,28,65,,4,4,90,3,90
29/07/2014,24,32,28,67,,7,5,90,3,90
30/07/2014,25,33,29,66,,8,3,90,3,90
31/07/2014,25,33,28,70,2,7,5,90,3,90
1/8/2014,24,33,28,70,,6,4,90,3,90
2/8/2014,24,33,27,75,,7,5,90,5,0
3/8/2014,26,33,28,76,,6,6,90,3,90
4/8/2014,25,33,29,69,3,7,4,135,4,135
5/8/2014,26,32,29,64,,8,6,90,5,90
6/8/2014,26,34,30,61,,8,7,90,5,90
7/8/2014,25,34,28,76,,8,8,90,7,90
8/8/2014,24,34,28,72,1,8,5,90,3,135
9/8/2014,24,32,27,74,,8,4,330,3,315
10/8/2014,24,33,28,68,,8,5,135,4,135
11/8/2014,25,33,29,68,,8,4,135,4,135
12/8/2014,24,33,27,74,,6,4,90,4,90
13/08/2014,23,33,28,67,,8,4,90,3,90
14/08/2014,23,33,29,73,,8,4,90,4,90
15/08/2014,24,33,28,69,5,8,5,90,3,90
16/08/2014,23,33,28,64,,8,4,90,3,90
17/08/2014,23,32,27,68,,8,4,360,1,0
18/08/2014,23,32,26,67,,7,5,90,3,90
19/08/2014,22,33,27,72,,8,5,90,5,90
20/08/2014,,33,,,,8,5,360,2,0
21/08/2014,24,34,28,72,,8,5,90,3,90
22/08/2014,26,33,29,68,,6,4,135,4,135
23/08/2014,25,34,29,70,,8,5,90,4,90
24/08/2014,24,34,28,68,1,7,4,90,4,90
25/08/2014,24,34,27,70,,8,4,90,4,90
26/08/2014,24,33,28,68,,7,4,90,4,90
27/08/2014,23,34,28,71,,8,4,360,1,0
28/08/2014,24,33,28,68,,7,4,90,3,90
29/08/2014,25,33,28,70,,4,5,90,4,0
30/08/2014,23,32,28,70,,7,4,90,3,90
31/08/2014,23,33,27,68,,7,5,90,4,0
1/9/2014,23,34,29,69,,8,6,90,4,0
2/9/2014,24,34,29,66,,6,5,90,4,0
3/9/2014,25,34,29,68,,8,4,90,3,90
4/9/2014,25,32,28,70,,8,4,360,3,90
5/9/2014,24,32,27,70,,7,4,90,3,90
6/9/2014,24,34,28,65,,7,4,90,3,90
7/9/2014,25,34,29,59,,8,4,90,3,0
8/9/2014,22,32,27,67,,8,4,360,3,0
9/9/2014,23,35,27,66,,8,4,360,3,0
10/9/2014,22,34,28,62,,8,5,90,3,90
11/9/2014,23,36,28,62,,8,6,90,3,135
12/9/2014,25,36,30,54,,8,5,90,3,90
13/09/2014,23,35,29,59,,8,4,180,4,180
14/09/2014,22,35,29,48,,8,6,90,3,90
15/09/2014,23,35,28,58,,8,5,90,3,90
16/09/2014,24,34,28,60,,7,3,135,3,135
17/09/2014,23,35,29,54,,8,4,90,3,90
18/09/2014,23,34,30,62,,8,5,90,4,90
19/09/2014,26,36,30,64,,8,5,90,5,0
20/09/2014,25,34,29,68,,7,4,360,4,0
21/09/2014,25,35,29,57,,7,5,360,3,180
22/09/2014,23,35,28,58,,8,5,120,3,135
23/09/2014,20,35,29,59,,8,5,90,5,90
24/09/2014,23,36,29,59,,8,3,90,3,90
25/09/2014,23,36,28,60,,8,5,330,3,315
26/09/2014,24,36,28,57,,8,4,90,3,0
27/09/2014,23,35,28,62,,8,4,90,3,90
28/09/2014,24,35,29,62,,8,4,90,3,90
29/09/2014,26,35,30,54,,8,4,90,3,0
30/09/2014,25,34,29,62,,8,5,360,5,0
1/10/2014,26,35,30,62,,7,5,90,5,0
2/10/2014,26,35,30,60,,8,5,360,4,0
3/10/2014,25,34,29,65,,8,4,360,4,90
4/10/2014,23,35,29,62,,7,4,360,3,0
5/10/2014,23,34,28,63,,8,4,335,3,0
6/10/2014,25,32,29,72,,7,4,335,4,0
7/10/2014,25,36,30,63,,8,4,90,4,0
8/10/2014,24,37,29,56,,8,5,90,3,90
9/10/2014,22,37,29,56,,8,5,115,3,90
10/10/2014,22,37,29,55,,8,5,360,4,90
11/10/2014,24,35,29,64,,8,5,335,3,0
12/10/2014,25,34,29,66,,8,5,335,3,0
13/10/2014,26,34,29,70,,8,4,335,3,315
14/10/2014,26,35,30,65,,8,6,335,3,0
15/10/2014,26,35,31,63,,8,4,90,3,90
16/10/2014,26,35,30,70,2,8,4,90,3,0
17/10/2014,26,36,30,62,,8,4,90,3,0
18/10/2014,25,36,31,46,,8,6,90,5,90
19/10/2014,25,36,30,64,,2,5,90,4,90
20/10/2014,25,36,30,63,,8,6,90,3,90
21/10/2014,26,37,31,57,,8,6,90,3,90
22/10/2014,26,35,30,64,,8,4,90,4,90
23/10/2014,24,33,29,74,28,8,4,360,3,0
24/10/2014,23,35,29,64,2,8,6,90,6,90
25/10/2014,26,36,31,57,,8,4,90,3,0
26/10/2014,25,36,29,68,1,8,6,90,4,0
27/10/2014,26,34,29,71,,8,6,320,3,315
28/10/2014,26,33,29,74,12,6,4,360,3,0
29/10/2014,26,33,29,68,,4,4,90,3,0
30/10/2014,25,34,30,64,,8,8,90,5,0
31/10/2014,26,37,31,59,,8,4,90,3,90
1/11/2014,25,34,29,69,,8,4,315,3,0
2/11/2014,26,34,29,70,,8,3,315,3,315
3/11/2014,25,36,30,61,,8,6,315,5,0
4/11/2014,26,36,30,60,,8,4,90,4,315
5/11/2014,23,35,30,68,48,8,4,90,4,0
6/11/2014,25,33,29,65,,7,5,315,3,315
7/11/2014,26,32,28,72,,8,5,315,3,315
8/11/2014,25,35,28,79,9,8,5,90,3,90
9/11/2014,22,34,28,78,34,7,3,360,2,0
10/11/2014,22,34,29,75,3,6,4,90,4,90
11/11/2014,25,31,27,81,2,4,3,360,3,0
12/11/2014,25,32,29,75,0,8,5,360,3,315
13/11/2014,26,33,28,74,,6,5,90,4,270
14/11/2014,26,32,29,75,0,5,4,315,3,0
15/11/2014,25,32,28,73,1,6,4,360,3,0
16/11/2014,25,32,29,72,2,4,4,360,3,0
17/11/2014,24,32,28,75,,2,3,90,3,0
18/11/2014,25,33,29,74,,6,5,315,3,0
19/11/2014,24,33,28,80,26,6,3,90,3,90
