2024-10-27 20:52:18,4,Tidak terdeteksi
2024-10-27 20:52:25,3,Tidak terdeteksi
2024-10-27 20:52:31,4,Tidak terdeteksi
2024-10-27 20:52:37,4,Api Terdeteksi!
2024-10-27 20:52:45,4,Api Terdeteksi!
